avg_dist	del_avg_size	del_count	file	gap_freq	gaps_per_seq	ident_pairs	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
0.0306999590667213	6.66666666666667	4	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster4.fa	0.0433145009416196	7.66666666666667	0	0	0	177	6	0.943502824858757	9447,867377,43147,70825,9525,198627
0.00605143721633883	1	1	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster2.fa	0.00150829562594268	0.333333333333333	0	0	0	221	3	0.990950226244344	9508,9600,9495
0.0314299424184261	1	1	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster7.fa	0.00143575017946877	0.285714285714286	0	0	0	199	7	0.914572864321608	9460,90384,9544,30586,9490,29089,864581
0.0317164179104478	3.33333333333333	5	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster25.fa	0.055	5.5	0	0	0	100	4	0.93	88029,864580,402239,9510
0.0337114051669816	5.5	3	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster15.fa	0.282485875706215	50	0	48	1	177	8	0.937853107344633	75569,27679,9488,867334,30601,9545,43147,9557
0.0454545454545454	0	0	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster36.fa	0	0	0	0	0	176	7	0.897727272727273	57378,9538,236274,122246,132108,34829,90383
0.164889253486464	17.5714285714286	9	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster13.fa	0.351409978308026	162	0	0	0	461	4	0.830802603036876	9507,9509,379532,34825
0.0791281686804075	0	0	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster40.fa	0.120879120879121	28.2857142857143	0	11	3	234	7	0.829059829059829	867382,101278,202457,864581,66062,9463,9465
0.0185979971387696	0	0	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster18.fa	0	0	0	0	0	466	4	0.965665236051502	198702,30590,90382,43778
0.00992410974897839	3	1	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster9.fa	0.00749711649365629	4.33333333333333	0	5	1	578	3	0.986159169550173	9508,9600,9495
0.0783005264746319	2	3	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster5.fa	0.00128771155261222	0.583333333333333	0	0	0	453	12	0.766004415011038	43777,30598,111174,9544,595220,170207,221704,143353,61851,30598,52232,122232
0.0201900237529691	207	3	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster6.fa	0.345575959933222	207	0	0	0	599	3	0.986644407345576	9508,9600,9495
0.0461948474977791	0	0	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster23.fa	0	0	0	0	0	307	11	0.86970684039088	122223,83281,9488,202457,693712,143352,57176,9493,70927,36227,111174
0.0116161616161616	0	0	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster11.fa	0	0	0	0	0	660	3	0.983333333333333	9508,9600,9495
0.0659480025364616	23.5	6	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster17.fa	0.0657672849915683	39	0	0	0	593	4	0.897133220910624	9507,9509,379532,34825
0.0592768227623001	1	1	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster14.fa	0.00059206631142688	0.333333333333333	0	0	0	563	3	0.91651865008881	13557,31869,70927
0.0308087291399229	1	1	/home/hannesh/glob/git/phylo-primates-sim/results/PRIMATES-1/cluster59.fa	0.000641025641025641	0.333333333333333	0	0	0	520	3	0.955769230769231	9508,9600,9495
