avg_dist	del_avg_size	del_count	file	gap_freq	gaps_per_seq	ident_pairs	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
0.0306999590667213	6.66666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/110611710-9526-831-subtree-replicated.fa	0.0433145009416196	7.66666666666667	0	0	0	177	6	0.943502824858757	9447,867377,43147,70825,9525,198627
0.0158186562296152	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/117627056-9443-23-subtree-replicated.fa	0	0	0	0	0	292	7	0.965753424657534	129801,9510,9463,460675,61852,122232,90383
0.00605143721633883	1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114225164-9528-273-subtree-replicated.fa	0.00150829562594268	0.333333333333333	0	0	0	221	3	0.990950226244344	9508,9600,9495
0.0314299424184261	1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/115606173-9479-108-subtree-replicated.fa	0.00143575017946877	0.285714285714286	0	0	0	199	7	0.914572864321608	9460,90384,9544,30586,9490,29089,864581
0.0337114051669816	5.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/1276451-376913-224-subtree-replicated.fa	0.282485875706215	50	0	48	1	177	8	0.937853107344633	75569,27679,9488,867334,30601,9545,43147,9557
0.0317164179104478	3.33333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/13625451-9526-1012-subtree-replicated.fa	0.055	5.5	0	0	0	100	4	0.93	88029,864580,402239,9510
0.164889253486464	17.5714285714286	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114224873-9533-15-subtree-replicated.fa	0.351409978308026	162	0	0	0	461	4	0.830802603036876	9507,9509,379532,34825
0.0456217807211184	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/118480628-314295-416-subtree-replicated.fa	0	0	0	0	0	453	3	0.93598233995585	30598,595220,43777
0.0791281686804075	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/151933919-378855-142-subtree-replicated.fa	0.120879120879121	28.2857142857143	0	11	3	234	7	0.829059829059829	867382,101278,202457,864581,66062,9463,9465
0.0923775870772338	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/117627087-314293-374-subtree-replicated.fa	0	0	0	0	0	283	7	0.780918727915194	129801,9510,9463,460675,61852,122232,90383
0.0454545454545454	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/14486472-9443-1227-subtree-replicated.fa	0	0	0	0	0	176	7	0.897727272727273	57378,9538,236274,122246,132108,34829,90383
0.0461948474977791	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/118185706-13149-10-subtree-replicated.fa	0	0	0	0	0	307	11	0.86970684039088	122223,83281,9488,202457,693712,143352,57176,9493,70927,36227,111174
0.0185979971387696	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/13259149-378855-56-subtree-replicated.fa	0	0	0	0	0	466	4	0.965665236051502	198702,30590,90382,43778
0.0201900237529691	207	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114224808-314293-572-subtree-replicated.fa	0.345575959933222	207	0	0	0	599	3	0.986644407345576	9508,9600,9495
0.0222222222222223	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/13991729-9479-137-subtree-replicated.fa	0	0	0	0	0	480	4	0.964583333333333	9493,70927,230653,9519
0.0178351783517834	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/157886813-314295-456-subtree-replicated.fa	0.0285714285714286	8	0	3	3	280	9	0.960714285714286	465717,460675,30591,36229,90381,9542,9601,543559,34828
0.0651072124756336	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/157287162-314293-668-subtree-replicated.fa	0.009375	2.7	0	3	1	288	10	0.822916666666667	78452,78449,373033,57176,61851,867363,198702,198627,70825,100487
0.114236111111111	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/13991739-9498-136-subtree-replicated.fa	0	0	0	0	0	480	4	0.8	34828,9545,43778,864580
0.0410225921521997	1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/12667295-314294-154-subtree-replicated.fa	0.00118623962040332	0.666666666666667	0	0	0	562	3	0.939501779359431	30589,182253,90385
0.00992410974897839	3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114225203-9533-45-subtree-replicated.fa	0.00749711649365629	4.33333333333333	0	5	1	578	3	0.986159169550173	9508,9600,9495
0.0690376569037657	2	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/118480628-376913-385-subtree-replicated.fa	0.00171694873681629	0.777777777777778	0	0	0	453	9	0.834437086092715	61851,9544,221704,143353,122232,52232,30598,170207,111174
0.0659480025364616	23.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114225100-9533-22-subtree-replicated.fa	0.0657672849915683	39	0	0	0	593	4	0.897133220910624	9507,9509,379532,34825
0.058934169278997	1.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/14669150-9526-355-subtree-replicated.fa	0.00311526479750779	1.66666666666667	0	0	0	535	3	0.91214953271028	867377,34829,9509
0.0592768227623001	1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/114223843-122245-2-subtree-replicated.fa	0.00059206631142688	0.333333333333333	0	0	0	563	3	0.91651865008881	13557,31869,70927
0.0288763339610797	3	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/12667295-9526-154-subtree-replicated.fa	0.0188564476885645	10.3333333333333	0	3.5	3	548	3	0.958029197080292	30589,182253,90385
0.016061242870009	11	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/12699494-9526-191-subtree-replicated.fa	0.00651851851851852	4.4	0	0	0	675	5	0.97037037037037	867382,34828,43778,9490,9557
0.0242978288326217	150	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/PRIMATES-1/119567641-314293-141-subtree-replicated.fa	0.131364754874125	77.1111111111111	0	0	0	587	9	0.931856899488927	9509,34827,147650,75569,121123,236275,412751,548481,78449
