del_avg_size	del_count	file	gap_freq	gaps_per_seq	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
10	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/110611710-9526-831-subtree-replicated.fa	0.011938202247191	2.125	1	1	178	8	0.938202247191011	9468,37295,1309638,27679,36231,100487,78454,9540
11	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11095530-376911-40-subtree-replicated.fa	0.0409722222222222	7.375	0	0	180	8	0.783333333333333	867377,13557,122222,9447,122223,70825,37293,57176
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11275634-542827-6-subtree-replicated.fa	0.0010482180293501	0.333333333333333	0	0	318	3	1	310352,356666,202457
3.33333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290422-9443-1498-subtree-replicated.fa	0.0218508997429306	8.5	0	0	389	4	0.943444730077121	78449,9545,30609,261732
29.75	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/109723017-314293-531-subtree-replicated.fa	0.118932038834951	49	0	0	412	4	0.966019417475728	379532,9588,111174,48842
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11065801-9526-446-subtree-replicated.fa	0.158974358974359	59.6153846153846	25	3	375	13	0.938666666666667	27679,54131,9502,9556,30598,9542,43147,292213,9505,57176,29089,9490,9493
7	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290544-9526-610-subtree-replicated.fa	0.0080188679245283	4.25	1	1	530	4	0.964150943396226	78449,9545,30609,261732
1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114223843-122245-2-subtree-replicated.fa	0.00177304964539007	1	0	0	564	2	0.941489361702128	9565,34825
193.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224808-314293-572-subtree-replicated.fa	0.401830282861897	241.5	48	1	601	2	0.998336106489185	356666,202457
1.5	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290484-9526-608-subtree-replicated.fa	0.00483870967741936	3	0	0	620	4	0.798387096774194	78449,9545,30609,261732
3.66666666666667	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290459-9526-607-subtree-replicated.fa	0.0292119565217391	21.5	20	1	736	4	0.911684782608696	78449,9545,30609,261732
3	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290566-9569-91-subtree-replicated.fa	0.00634696755994358	4.5	0	0	709	2	0.973201692524683	356666,202457
16	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11275634-9526-445-subtree-replicated.fa	0.228172588832487	89.9	23.25	4	394	10	0.931472081218274	198702,122231,412750,9531,261736,36226,61851,90381,9552,9597
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225035-9528-267-subtree-replicated.fa	0	0	0	0	249	2	1	356666,202457
15.6	9	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290437-9526-606-subtree-replicated.fa	0.106729758149317	101.5	31.5	2	951	4	0.89589905362776	9565,61621,30586,30590
7	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224851-376913-641-subtree-replicated.fa	0.00514372163388805	3.4	0	0	661	5	0.990922844175492	9505,198702,1127763,78452,34828
4	12	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/100290397-314293-948-subtree-replicated.fa	0.0191011235955056	17	0	0	890	4	0.91123595505618	1215604,9598,9509,164648
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224928-376913-650-subtree-replicated.fa	0.00273672687465791	1.66666666666667	1	2	609	3	0.975369458128079	310352,356666,202457
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225164-9528-273-subtree-replicated.fa	0.00226244343891403	0.5	0	0	221	2	0.990950226244344	356666,202457
10	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224907-9533-169-subtree-replicated.fa	0.00793650793650794	5.33333333333333	3	1	672	3	0.983630952380952	310352,356666,202457
107	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/112443169-9528-109-subtree-replicated.fa	0.128561253561254	90.25	0	0	702	8	0.981481481481482	70928,1309636,122223,36229,9488,290597,221704,52231
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225005-376913-653-subtree-replicated.fa	0	0	0	0	690	3	0.976811594202899	310352,356666,202457
4.66666666666667	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224906-9533-17-subtree-replicated.fa	0.0184630738522954	12.3333333333333	5	2	668	3	0.818862275449102	310352,356666,202457
20	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225014-9528-266-subtree-replicated.fa	0.0517799352750809	37.3333333333333	36	1	721	3	0.986130374479889	310352,356666,202457
15.75	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224873-9533-15-subtree-replicated.fa	0.124188311688312	57.375	10.25	4	462	8	0.722943722943723	164648,465717,379532,89672,356666,867332,867334,70928
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225038-314294-268-subtree-replicated.fa	0	0	0	0	625	3	0.9952	310352,356666,202457
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225256-376913-585-subtree-replicated.fa	0	0	0	0	263	3	0.984790874524715	310352,356666,202457
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/10442522-9462-14-subtree-replicated.fa	0.262951334379906	335	167.5	2	1274	2	0.998430141287284	356666,202457
5	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225203-9533-45-subtree-replicated.fa	0.00951557093425606	5.5	3	1	578	2	0.998269896193772	356666,202457
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/115371785-9526-1000-subtree-replicated.fa	0	0	0	0	270	2	0.933333333333333	40843,9509
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/115606173-9479-108-subtree-replicated.fa	0.000502512562814071	0.1	0	0	199	10	0.939698492462312	132108,58710,48842,548481,30601,499232,30594,230653,40843,13514
34	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225222-314293-583-subtree-replicated.fa	0.0373900293255132	25.5	0	0	682	4	0.907624633431085	174599,70825,40843,9509
18.7777777777778	14	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114224988-314293-575-subtree-replicated.fa	0.0663935825226148	43.2222222222222	2	1	651	9	0.887864823348694	9541,164648,465717,379532,89672,356666,867332,867334,70928
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627038-9445-24-subtree-replicated.fa	0	0	0	0	292	2	0.996575342465753	356666,202457
3.66666666666667	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225232-9527-174-subtree-replicated.fa	0.00988835725677831	6.2	1.5	2	627	5	0.824561403508772	90384,9505,373033,356666,202457
44	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/1174280-314295-217-subtree-replicated.fa	0.215736040609137	85	48	1	394	3	0.817258883248731	57375,143351,30608
29.7142857142857	11	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225018-9528-165-subtree-replicated.fa	0.0801297648012976	54.8888888888889	0	0	685	9	0.954744525547445	9541,164648,465717,379532,89672,356666,867332,867334,70928
4	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225210-9528-274-subtree-replicated.fa	0.0151946818613485	10.6666666666667	4	2	702	3	0.836182336182336	310352,356666,202457
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627067-9445-25-subtree-replicated.fa	0	0	0	0	244	2	0.987704918032787	356666,202457
38	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225100-9533-22-subtree-replicated.fa	0.0434056761268781	26	5	2	599	8	0.93322203672788	164648,465717,379532,89672,356666,867332,867334,70928
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627056-9443-23-subtree-replicated.fa	0	0	0	0	292	5	0.955479452054795	9588,75567,1131379,342807,122222
111	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11065798-9526-443-subtree-replicated.fa	0.23370233702337	380	32.5	2	1626	4	0.860393603936039	75566,57374,202457,100937
6	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225252-314294-270-subtree-replicated.fa	0.0128669079211902	10.6666666666667	1.5	2	829	3	0.917973462002413	310352,356666,202457
29	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/116743710-207598-114-subtree-replicated.fa	0.0579520697167756	44.3333333333333	23	1	765	3	0.993464052287582	310352,356666,202457
68.7142857142857	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/114225046-9527-188-subtree-replicated.fa	0.166470818644732	141.666666666667	0	0	851	6	0.923619271445358	174599,70825,230653,9541,43147,1127763
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/118185706-13149-10-subtree-replicated.fa	0	0	0	0	307	3	0.820846905537459	90384,54600,9551
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627087-314293-374-subtree-replicated.fa	0	0	0	0	283	5	0.791519434628975	9588,75567,1131379,342807,122222
14.5	4	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/110628400-314293-265-subtree-replicated.fa	0.0313963388676032	49.1666666666667	54	1	1566	6	0.835887611749681	9468,13514,9521,66265,9536,499232
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627056-9527-201-subtree-replicated.fa	0	0	0	0	292	8	0.972602739726027	36223,499232,30586,90383,9545,9601,9521,261741
4	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/116743803-9604-65-subtree-replicated.fa	0.0164609053497942	12	4	3	729	3	0.964334705075446	57375,143351,30608
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/119567651-9481-46-subtree-replicated.fa	0	0	0	0	599	3	0.998330550918197	310352,356666,202457
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/117627087-9527-202-subtree-replicated.fa	0	0	0	0	283	8	0.968197879858657	36223,499232,30586,90383,9545,9601,9521,261741
303.5	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11065802-314293-442-subtree-replicated.fa	0.509703872437358	447.52	135.666666666667	5	878	25	0.912300683371298	486960,9468,1126382,1215604,88029,310932,261741,182256,30590,9491,9490,1194336,666519,52231,867363,864580,61852,9580,9589,30609,261732,100224,9593,90381,129801
17	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/116743824-9604-66-subtree-replicated.fa	0.0156862745098039	12	1	1	765	3	0.97516339869281	57375,143351,30608
2	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/116743760-9604-63-subtree-replicated.fa	0.0162822252374491	12	8	2	737	3	0.970149253731343	57375,143351,30608
1	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/118480628-376913-385-subtree-replicated.fa	0.000946073793755913	0.428571428571429	0	0	453	7	0.816777041942605	9556,1309636,9589,78454,261736,54601,90384
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/118480628-314295-416-subtree-replicated.fa	0	0	0	0	453	12	0.973509933774834	867377,182256,61853,255237,30601,9465,9483,36231,9534,100224,57176,9508
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/119567641-314293-141-subtree-replicated.fa	0	0	0	0	587	10	0.926746166950596	9561,310932,30596,30601,9530,75569,143354,36231,129801,9509
0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/122892629-314295-130-subtree-replicated.fa	0.287985865724382	163	0	0	566	3	0.915194346289753	43777,30602,1126382
321.666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/115394431-9526-6-subtree-replicated.fa	0.386289666395443	474.75	0	0	1229	4	0.808787632221318	379532,9588,111174,48842
17.4	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-10-sim-8/11967292-9443-1012-subtree-replicated.fa	0.284793713163065	144.96	58.5	3	509	25	0.927308447937132	486960,9468,1126382,1215604,88029,310932,261741,182256,30590,9491,9490,1194336,666519,52231,867363,864580,61852,9580,9589,30609,261732,100224,9593,90381,129801
