avg_dist	del_avg_size	del_count	file	gap_freq	gaps_per_seq	ident_pairs	ins_avg_size	ins_count	nchar	ntax	prop_invar	species
0.0922242314647377	21.2857142857143	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1058-replicated.fa	0.0983277591973244	58.8	0	11.25	5	598	5	0.832775919732441	9509,9606,121123,9505,78454
0.0246343341031563	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1018-replicated.fa	0.00458715596330275	2	0	3	1	436	3	0.965596330275229	9593,9597,9600
0.0276651347210958	2.33333333333333	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1022-replicated.fa	0.00282258064516129	0.7	0	0	0	248	10	0.923387096774194	9593,9598,54133,9544,9600,9538,61853,61851,61621,9606
0.123048668503214	3	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1003-replicated.fa	0.00410116199589884	0.857142857142857	0	0	0	209	7	0.688995215311005	9606,36227,9593,9600,33548,9598,9545
0.0436713545521834	19.5	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1060-replicated.fa	0.0670572916666667	34.3333333333333	0	9.5	3	512	3	0.947265625	9493,9505,78454
0.0299264619135633	24.5	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1023-replicated.fa	0.0306156405990017	18.4	0	1	1	601	10	0.908485856905158	9593,9598,54133,9544,9600,9538,61853,61851,61621,9606
0.03505291005291	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1000-replicated.fa	0	0	0	0	0	144	7	0.916666666666667	9606,36227,9593,9600,33548,9598,9545
0.0705053732210281	14.3333333333333	5	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1031-replicated.fa	0.0269349845201238	8.7	0	0	0	323	10	0.801857585139319	9593,9598,54133,9544,9600,9538,61853,61851,61621,9606
0.0466137888956681	1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1011-replicated.fa	0.0270429159318048	15.3333333333333	0	6.33333333333333	5	567	6	0.894179894179894	9534,9593,9555,9598,9597,9544
0.0738396624472574	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1083-replicated.fa	0	0	0	0	0	158	3	0.905063291139241	9593,9598,9491
0.08486646884273	5.66666666666667	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster109-replicated.fa	0.0133101851851852	7.66666666666667	0	3	1	576	3	0.880208333333333	9536,9557,9544
0.113725490196078	1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1077-replicated.fa	0.00130378096479791	1	0	0	0	767	2	0.886571056062581	9606,9534
0.091768525592055	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1088-replicated.fa	0	0	0	0	0	374	8	0.751336898395722	9483,9534,9593,9600,9490,9598,100937,29089
0.132836326668926	1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1055-replicated.fa	0.00404040404040404	4	0	2.5	2	990	3	0.812121212121212	9493,9505,78454
0.0211267605633804	1.5	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1008-replicated.fa	0.00465116279069767	2.6	0	0	0	559	5	0.958855098389982	9593,9597,9544,9600,9555
0.0344412693638141	221	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1027-replicated.fa	0.609099099099099	676.1	0	92.5	3	1110	10	0.959459459459459	9593,9598,54133,9544,9600,9538,61853,61851,61621,9606
0.00898203592814373	44	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1033-replicated.fa	0.293906810035842	54.6666666666667	0	29.5	2	186	3	0.989247311827957	61621,54133,9544
0.0335540838852098	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1113-replicated.fa	0	0	0	0	0	151	6	0.920529801324503	9593,9600,78454,9598,9544,61853
0.0335195530726257	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1112-replicated.fa	0	0	0	0	0	179	6	0.916201117318436	9593,9600,78454,9598,9544,61853
0.0603165123917587	1	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1015-replicated.fa	0.00415430267062315	1.4	0	1	1	337	5	0.878338278931751	9468,9472,9470,89672,30609
0.0174249757986448	8.66666666666667	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1007-replicated.fa	0.0482456140350877	18.3333333333333	0	1	2	380	3	0.978947368421053	9534,9555,9544
0.0174685871897027	211	1	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1041-replicated.fa	0.0614389652384802	76	0	8	1	1237	3	0.977364591754244	9606,9557,9531
0.0247912317327768	1	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1013-replicated.fa	0.0227272727272727	15	0	7.5	4	660	4	0.956060606060606	9534,9555,9598,9597
0.206514657980456	15	8	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1061-replicated.fa	0.0759762308998302	44.75	0	15	1	589	4	0.68081494057725	9509,30596,9519,9505
0.0935314685314685	63.75	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster105-replicated.fa	0.0956614509246088	67.25	0	1	4	703	4	0.844950213371266	9544,78449,9542,9551
0.0426679744973026	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1005-replicated.fa	0.0144300144300144	2.85714285714286	0	2	2	198	7	0.888888888888889	9606,36227,9593,9600,33548,9598,9545
0.129590488771466	5	7	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1014-replicated.fa	0.022273425499232	8.28571428571429	0	7	1	372	7	0.690860215053763	9468,9472,9470,30609,9463,9465,89672
0.04933641084824	18.3333333333333	3	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1101-replicated.fa	0.0656990068754775	12.2857142857143	0	0	0	187	7	0.893048128342246	88029,9606,9593,9557,9544,9548,9598
0.0354667753770893	64.2	6	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1051-replicated.fa	0.104854368932039	108	0	1	1	1030	3	0.957281553398058	9509,9519,78454
0.0277777777777779	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1052-replicated.fa	0.00352733686067019	2	0	1	3	567	3	0.959435626102293	9509,121123,9519
0.0236134845424887	32.7	15	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1026-replicated.fa	0.120664206642066	65.4	0	3	5	542	10	0.931734317343173	9593,9598,54133,9544,9600,9538,61853,61851,61621,9606
0.0162011173184358	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1114-replicated.fa	0	0	0	0	0	179	5	0.972067039106145	9593,9598,9544,9600,61853
0.0299819074696304	54	10	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster100-replicated.fa	0.223663522012579	94.8333333333333	0	0	0	424	6	0.943396226415094	88029,9593,9557,9544,9548,9598
0.0147208121827411	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1116-replicated.fa	0	0	0	0	0	197	5	0.974619289340102	9593,9598,9544,9600,61853
0.0163161711385061	38	2	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1044-replicated.fa	0.0261168384879725	15.2	0	0	0	582	5	0.965635738831615	9593,9598,9544,9600,9538
0.0205128205128206	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1050-replicated.fa	0	0	1	0	0	130	4	0.969230769230769	9606,9534,9598,9544
0.0210526315789472	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1067-replicated.fa	0	0	0	0	0	190	4	0.968421052631579	9593,9544,9600,61851
0.015347721822542	0	0	/gulo/glob/hannesh/git/phylo-primates-sim/results/2015-11-23-clusters-1/cluster1111-replicated.fa	0	0	1	0	0	139	6	0.964028776978417	9593,9600,78454,9598,9544,61853
